workclass,marital-status,occupation,race,sex,hours-per-week,native-country,income,net_capital,age_group,education_level
Private,Never-married,Adm-clerical,Black,Female,25,United-States,<=50K,0,young,Medium
Private,Married-civ-spouse,Craft-repair,White,Male,40,Mexico,<=50K,0,young,Medium
Private,Married-civ-spouse,Craft-repair,White,Male,40,Other,>50K,0,senior,High
Private,Never-married,Other-service,White,Male,40,United-States,<=50K,0,young,Medium
State-gov,Divorced,Adm-clerical,White,Female,25,United-States,<=50K,0,young_adult,High
State-gov,Married-civ-spouse,Adm-clerical,White,Male,40,United-States,<=50K,3464,middle_aged,Medium
Private,Never-married,Sales,White,Male,40,United-States,<=50K,0,young,Medium
Private,Never-married,Prof-specialty,Other,Female,20,United-States,<=50K,0,young,Medium
Private,Married-civ-spouse,Sales,White,Male,60,United-States,<=50K,0,middle_aged,Medium
Local-gov,Married-civ-spouse,Prof-specialty,White,Female,40,United-States,<=50K,0,middle_aged,High
Private,Married-civ-spouse,Prof-specialty,White,Male,60,United-States,>50K,0,middle_aged,High
Private,Divorced,Craft-repair,White,Male,40,United-States,<=50K,-2205,middle_aged,Medium
Private,Never-married,Other-service,White,Female,25,Germany,<=50K,0,young,Medium
Private,Married-spouse-absent,Sales,Other,Female,30,Other,<=50K,0,young,Medium
Private,Never-married,Prof-specialty,White,Female,45,United-States,<=50K,0,young,High
Private,Married-civ-spouse,Adm-clerical,White,Female,40,United-States,<=50K,0,young_adult,Medium
Private,Never-married,Exec-managerial,White,Female,35,United-States,<=50K,0,middle_aged,High
Private,Divorced,Craft-repair,White,Male,40,United-States,<=50K,3325,middle_aged,Medium
Local-gov,Never-married,Protective-serv,White,Male,40,United-States,<=50K,0,young,Medium
Private,Married-civ-spouse,Prof-specialty,Asian-Pac-Islander,Male,35,Other,>50K,0,middle_aged,Medium
Local-gov,Married-civ-spouse,Craft-repair,White,Male,55,United-States,<=50K,4064,middle_aged,Medium
Private,Married-civ-spouse,Adm-clerical,White,Male,40,United-States,<=50K,0,elderly,Medium
State-gov,Married-civ-spouse,Prof-specialty,White,Male,50,United-States,<=50K,0,young_adult,High
Private,Never-married,Craft-repair,White,Male,40,Other,<=50K,0,young,Low
Private,Married-spouse-absent,Machine-op-inspct,White,Male,40,Other,<=50K,0,young,Medium
Private,Never-married,Sales,White,Female,40,United-States,<=50K,0,young_adult,Medium
Local-gov,Never-married,Adm-clerical,White,Female,15,United-States,<=50K,0,young,Medium
State-gov,Never-married,Prof-specialty,White,Female,99,Other,<=50K,0,young,High
Private,Separated,Sales,White,Female,36,United-States,<=50K,0,young,Low
Federal-gov,Married-civ-spouse,Adm-clerical,White,Male,40,United-States,>50K,0,middle_aged,Medium
Private,Married-spouse-absent,Craft-repair,White,Female,45,United-States,<=50K,1506,middle_aged,Medium
Private,Married-civ-spouse,Craft-repair,White,Male,40,United-States,<=50K,0,senior,Low
Private,Married-civ-spouse,Sales,White,Male,55,United-States,>50K,-1902,young_adult,High
Private,Never-married,Protective-serv,Asian-Pac-Islander,Male,24,India,<=50K,0,young,Medium
Private,Divorced,Other-service,White,Female,40,United-States,<=50K,0,middle_aged,Medium
Self-emp-inc,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,<=50K,0,senior,High
Local-gov,Separated,Prof-specialty,White,Male,40,United-States,<=50K,0,middle_aged,High
Private,Divorced,Machine-op-inspct,White,Female,38,United-States,<=50K,0,senior,Medium
Private,Married-civ-spouse,Sales,White,Male,40,United-States,>50K,0,middle_aged,High
Self-emp-inc,Never-married,Adm-clerical,White,Female,50,United-States,<=50K,0,young_adult,High
Private,Never-married,Sales,Black,Female,12,United-States,<=50K,0,young,Low
Private,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,<=50K,0,senior,Medium
Private,Married-civ-spouse,Tech-support,White,Male,40,United-States,>50K,0,senior,Medium
Self-emp-not-inc,Married-civ-spouse,Prof-specialty,White,Male,35,United-States,<=50K,0,young_adult,Medium
Private,Divorced,Adm-clerical,White,Female,40,United-States,<=50K,0,senior,High
Self-emp-not-inc,Divorced,Adm-clerical,White,Male,40,United-States,<=50K,-1762,middle_aged,High
Private,Divorced,Other-service,White,Female,32,United-States,<=50K,0,middle_aged,Medium
Private,Married-civ-spouse,Other-service,White,Female,40,United-States,>50K,0,middle_aged,Medium
Private,Married-civ-spouse,Other-service,White,Male,40,United-States,<=50K,0,middle_aged,Medium
Private,Widowed,Craft-repair,White,Female,40,United-States,<=50K,0,senior,Medium
Private,Never-married,Adm-clerical,White,Female,39,United-States,<=50K,0,senior,Medium
Private,Never-married,Other-service,White,Female,40,United-States,<=50K,0,young,Medium
Private,Married-civ-spouse,Tech-support,White,Male,40,United-States,>50K,0,middle_aged,High
Private,Never-married,Adm-clerical,White,Male,40,United-States,<=50K,0,young,Medium
Private,Married-civ-spouse,Other-service,White,Male,40,Other,<=50K,0,young_adult,High
Local-gov,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K,0,middle_aged,Medium
Self-emp-inc,Married-civ-spouse,Sales,White,Male,38,United-States,>50K,0,middle_aged,Medium
Private,Divorced,Exec-managerial,White,Female,50,United-States,>50K,0,middle_aged,High
Private,Married-civ-spouse,Handlers-cleaners,Black,Female,40,United-States,<=50K,3908,young_adult,Medium
Private,Married-civ-spouse,Craft-repair,White,Male,40,United-States,<=50K,0,middle_aged,Medium
Private,Never-married,Machine-op-inspct,White,Male,37,United-States,<=50K,0,young,Medium
Private,Never-married,Exec-managerial,White,Female,30,United-States,<=50K,0,young_adult,High
Private,Never-married,Sales,White,Female,20,United-States,<=50K,0,middle_aged,High
Private,Divorced,Sales,White,Female,35,United-States,<=50K,594,young_adult,Medium
Private,Never-married,Sales,White,Female,15,United-States,<=50K,0,young,Medium
Private,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K,15024,senior,Medium
Private,Never-married,Sales,Black,Male,41,United-States,<=50K,0,senior,Medium
Private,Married-civ-spouse,Adm-clerical,White,Female,6,United-States,<=50K,0,young_adult,Medium
Private,Widowed,Prof-specialty,White,Male,60,Other,<=50K,0,elderly,High
Private,Never-married,Prof-specialty,White,Female,38,United-States,>50K,0,middle_aged,High
Private,Divorced,Transport-moving,White,Male,50,United-States,>50K,0,middle_aged,Medium
Private,Widowed,Adm-clerical,Black,Female,40,United-States,<=50K,0,middle_aged,Medium
Private,Never-married,Adm-clerical,White,Female,30,United-States,<=50K,0,young,Medium
State-gov,Separated,Tech-support,Black,Male,40,United-States,<=50K,0,middle_aged,Medium
Private,Separated,Other-service,Black,Female,35,United-States,<=50K,0,middle_aged,Medium
State-gov,Married-civ-spouse,Prof-specialty,White,Male,50,United-States,>50K,0,elderly,High
Private,Never-married,Prof-specialty,White,Male,7,United-States,<=50K,0,young,Medium
Private,Married-civ-spouse,Craft-repair,White,Male,40,United-States,>50K,0,middle_aged,Medium
Private,Never-married,Machine-op-inspct,Black,Male,40,United-States,<=50K,0,young_adult,Medium
Private,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,<=50K,0,senior,Medium
Private,Never-married,Sales,White,Male,35,United-States,<=50K,0,young,Medium
Private,Married-civ-spouse,Exec-managerial,White,Female,40,United-States,<=50K,0,senior,High
Private,Never-married,Machine-op-inspct,White,Female,40,United-States,<=50K,0,young,Low
Private,Divorced,Craft-repair,Amer-Indian-Eskimo,Male,50,United-States,<=50K,0,middle_aged,Medium
Private,Married-spouse-absent,Priv-house-serv,White,Female,24,Other,<=50K,-1594,middle_aged,Low
Private,Married-civ-spouse,Prof-specialty,White,Male,40,Mexico,>50K,0,young,Medium
Private,Never-married,Adm-clerical,White,Female,40,Other,<=50K,0,young_adult,Medium
Private,Married-civ-spouse,Farming-fishing,White,Male,70,United-States,<=50K,0,young_adult,Medium
Private,Separated,Farming-fishing,White,Male,55,United-States,<=50K,0,young_adult,Medium
Private,Married-civ-spouse,Sales,White,Female,40,United-States,<=50K,0,young_adult,Medium
Private,Married-civ-spouse,Other-service,White,Male,40,United-States,<=50K,0,middle_aged,High
Private,Married-civ-spouse,Exec-managerial,White,Male,55,United-States,<=50K,0,young_adult,High
Federal-gov,Divorced,Other-service,White,Male,40,United-States,<=50K,0,senior,Medium
Private,Married-civ-spouse,Transport-moving,White,Male,40,United-States,<=50K,0,senior,Low
Private,Married-civ-spouse,Adm-clerical,White,Male,42,United-States,<=50K,0,middle_aged,Medium
Self-emp-not-inc,Married-civ-spouse,Craft-repair,White,Male,60,United-States,<=50K,3137,senior,Medium
Private,Divorced,Adm-clerical,White,Female,40,United-States,<=50K,0,senior,Medium
Private,Married-civ-spouse,Exec-managerial,White,Male,47,United-States,<=50K,3411,middle_aged,High
Federal-gov,Never-married,Craft-repair,Black,Female,40,United-States,<=50K,0,middle_aged,Medium
Self-emp-not-inc,Never-married,Other-service,White,Female,25,United-States,<=50K,0,young,Medium
Private,Married-civ-spouse,Craft-repair,Asian-Pac-Islander,Female,35,Philippines,<=50K,0,senior,High
Private,Married-civ-spouse,Other-service,White,Male,40,United-States,<=50K,0,middle_aged,Medium
Federal-gov,Married-civ-spouse,Craft-repair,White,Male,40,United-States,>50K,0,young_adult,High
Federal-gov,Divorced,Machine-op-inspct,White,Male,40,United-States,<=50K,0,middle_aged,Medium
Private,Never-married,Sales,Black,Male,35,United-States,<=50K,0,young,Medium
Private,Married-civ-spouse,Machine-op-inspct,Amer-Indian-Eskimo,Male,40,Mexico,<=50K,0,young_adult,Low
Private,Divorced,Other-service,White,Female,40,United-States,<=50K,0,young_adult,Medium
Private,Married-civ-spouse,Craft-repair,White,Male,40,United-States,>50K,0,middle_aged,Medium
Private,Never-married,Craft-repair,White,Female,40,United-States,<=50K,0,young,Medium
Private,Married-civ-spouse,Exec-managerial,White,Male,60,United-States,>50K,15024,young_adult,High
Private,Married-civ-spouse,Tech-support,White,Male,40,United-States,>50K,-1977,middle_aged,High
Self-emp-inc,Married-civ-spouse,Exec-managerial,White,Male,80,United-States,>50K,0,middle_aged,Medium
Private,Divorced,Other-service,White,Female,37,United-States,<=50K,0,middle_aged,Medium
Private,Married-civ-spouse,Sales,White,Male,40,United-States,>50K,0,senior,Medium
Federal-gov,Widowed,Adm-clerical,White,Male,40,United-States,>50K,0,young_adult,High
Private,Divorced,Adm-clerical,White,Male,41,United-States,<=50K,0,senior,Medium
Private,Never-married,Other-service,White,Male,14,United-States,<=50K,0,young,Low
Private,Married-civ-spouse,Exec-managerial,White,Male,45,United-States,>50K,-1977,middle_aged,High
Private,Divorced,Adm-clerical,White,Female,40,United-States,<=50K,0,senior,Medium
State-gov,Married-civ-spouse,Craft-repair,White,Male,40,United-States,<=50K,0,senior,Medium
Private,Married-civ-spouse,Sales,White,Male,43,United-States,<=50K,0,young,Medium
Private,Never-married,Machine-op-inspct,Black,Female,40,United-States,<=50K,0,young_adult,Medium
Self-emp-not-inc,Married-civ-spouse,Farming-fishing,White,Male,30,United-States,<=50K,0,middle_aged,Medium
Self-emp-not-inc,Married-civ-spouse,Farming-fishing,White,Male,62,United-States,<=50K,0,young_adult,Medium
Private,Married-civ-spouse,Craft-repair,White,Male,40,United-States,>50K,7298,young_adult,Medium
Private,Never-married,Farming-fishing,White,Male,60,United-States,<=50K,0,middle_aged,Medium
Private,Married-civ-spouse,Machine-op-inspct,White,Male,40,United-States,<=50K,0,senior,Medium
Private,Never-married,Sales,White,Male,42,United-States,<=50K,0,young_adult,Medium
Local-gov,Widowed,Prof-specialty,White,Female,16,United-States,<=50K,0,middle_aged,High
Private,Separated,Machine-op-inspct,Black,Female,40,United-States,<=50K,0,young_adult,Medium
Private,Married-civ-spouse,Exec-managerial,White,Male,60,United-States,>50K,0,middle_aged,High
Private,Never-married,Machine-op-inspct,Black,Male,32,United-States,<=50K,-1719,middle_aged,High
Private,Never-married,Adm-clerical,White,Female,40,United-States,<=50K,0,middle_aged,Medium
Private,Married-civ-spouse,Other-service,White,Male,40,Mexico,>50K,0,middle_aged,Medium
Private,Divorced,Tech-support,Black,Male,45,Other,>50K,7430,middle_aged,High
Private,Married-civ-spouse,Exec-managerial,White,Male,60,United-States,<=50K,4386,young_adult,Medium
Private,Never-married,Other-service,White,Male,40,Other,<=50K,0,young_adult,Medium
State-gov,Never-married,Prof-specialty,White,Female,50,United-States,<=50K,0,young,High
Private,Married-civ-spouse,Sales,White,Male,40,United-States,>50K,0,middle_aged,High
Self-emp-inc,Married-civ-spouse,Exec-managerial,White,Male,36,United-States,>50K,0,senior,Medium
Private,Divorced,Craft-repair,White,Male,40,United-States,<=50K,0,middle_aged,Medium
Self-emp-not-inc,Married-civ-spouse,Sales,White,Male,55,United-States,>50K,15024,senior,High
Private,Never-married,Sales,Black,Female,24,United-States,<=50K,0,young,Low
Self-emp-not-inc,Widowed,Adm-clerical,White,Female,40,United-States,>50K,99999,senior,Medium
Private,Divorced,Other-service,White,Male,38,United-States,<=50K,0,senior,Medium
Private,Never-married,Other-service,Black,Male,20,United-States,<=50K,0,young_adult,Low
Self-emp-not-inc,Married-civ-spouse,Craft-repair,White,Male,65,United-States,<=50K,0,middle_aged,High
Private,Widowed,Other-service,Asian-Pac-Islander,Female,40,Philippines,<=50K,0,middle_aged,High
Private,Married-civ-spouse,Sales,White,Male,48,United-States,<=50K,0,middle_aged,Medium
Private,Never-married,Sales,White,Male,25,United-States,<=50K,0,young,Medium
Private,Never-married,Adm-clerical,White,Female,20,United-States,<=50K,0,young,Medium
Private,Married-civ-spouse,Prof-specialty,Asian-Pac-Islander,Female,40,United-States,<=50K,0,young_adult,Medium
Private,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K,0,middle_aged,Medium
Private,Never-married,Craft-repair,White,Male,50,United-States,<=50K,0,young_adult,Medium
Private,Never-married,Craft-repair,Black,Male,40,United-States,<=50K,0,young_adult,Medium
Private,Divorced,Adm-clerical,White,Female,38,United-States,<=50K,0,young_adult,Medium
Private,Never-married,Craft-repair,White,Male,90,United-States,>50K,0,middle_aged,High
Private,Never-married,Adm-clerical,White,Male,40,United-States,<=50K,0,young,Medium
Private,Never-married,Priv-house-serv,White,Female,24,United-States,<=50K,0,young,Low
Private,Married-civ-spouse,Sales,White,Male,50,United-States,<=50K,0,young_adult,Medium
Local-gov,Divorced,Protective-serv,White,Male,40,United-States,<=50K,0,young_adult,Medium
Private,Never-married,Adm-clerical,White,Male,65,United-States,<=50K,6849,young_adult,High
Private,Married-civ-spouse,Craft-repair,White,Male,40,United-States,<=50K,0,senior,Medium
Private,Married-civ-spouse,Exec-managerial,Asian-Pac-Islander,Male,40,United-States,>50K,0,middle_aged,Medium
Private,Married-civ-spouse,Sales,White,Male,40,United-States,<=50K,0,senior,Medium
Private,Married-civ-spouse,Exec-managerial,White,Male,55,United-States,>50K,0,young_adult,Medium
Private,Never-married,Machine-op-inspct,White,Male,40,United-States,<=50K,0,young,Medium
Local-gov,Divorced,Craft-repair,White,Female,40,Puerto-Rico,<=50K,0,middle_aged,Medium
Private,Married-civ-spouse,Prof-specialty,Black,Male,50,United-States,>50K,-1977,middle_aged,High
Private,Divorced,Exec-managerial,White,Female,50,United-States,<=50K,1848,senior,Medium
Self-emp-inc,Married-civ-spouse,Adm-clerical,White,Female,40,United-States,>50K,0,senior,Medium
Private,Separated,Craft-repair,White,Female,35,United-States,<=50K,0,middle_aged,Medium
Private,Never-married,Sales,White,Female,49,United-States,<=50K,0,young,Medium
Private,Never-married,Machine-op-inspct,White,Male,40,United-States,<=50K,0,young,Medium
Private,Married-civ-spouse,Exec-managerial,White,Male,60,United-States,<=50K,0,senior,Medium
Private,Never-married,Machine-op-inspct,White,Male,44,United-States,<=50K,0,young,Medium
Self-emp-not-inc,Married-civ-spouse,Sales,White,Male,40,United-States,>50K,20051,elderly,High
Self-emp-not-inc,Widowed,Craft-repair,White,Female,8,United-States,<=50K,0,senior,Medium
Private,Never-married,Exec-managerial,Black,Male,40,United-States,<=50K,0,young,Medium
Federal-gov,Married-civ-spouse,Adm-clerical,White,Male,50,United-States,>50K,0,young_adult,High
Self-emp-not-inc,Married-civ-spouse,Farming-fishing,White,Male,50,United-States,<=50K,0,middle_aged,Medium
Private,Never-married,Handlers-cleaners,White,Male,52,United-States,<=50K,0,young_adult,Medium
Private,Never-married,Farming-fishing,White,Male,25,United-States,<=50K,0,young,Low
Private,Married-civ-spouse,Exec-managerial,White,Male,50,United-States,>50K,0,young_adult,Medium
Private,Never-married,Prof-specialty,White,Female,40,United-States,<=50K,0,young_adult,High
Private,Separated,Other-service,White,Male,35,United-States,<=50K,0,middle_aged,Medium
Private,Married-civ-spouse,Machine-op-inspct,White,Male,65,United-States,<=50K,0,middle_aged,Medium
Private,Never-married,Other-service,White,Female,28,United-States,<=50K,0,young,Medium
Private,Divorced,Adm-clerical,White,Female,63,United-States,<=50K,0,senior,Medium
Private,Separated,Other-service,Black,Female,28,United-States,<=50K,0,middle_aged,Medium
Private,Never-married,Other-service,White,Female,16,Other,<=50K,0,young,Medium
Local-gov,Never-married,Protective-serv,White,Male,40,United-States,<=50K,4650,middle_aged,Medium
Private,Married-civ-spouse,Exec-managerial,White,Male,60,United-States,>50K,0,middle_aged,High
Federal-gov,Married-civ-spouse,Adm-clerical,White,Female,40,United-States,>50K,0,middle_aged,Medium
Private,Never-married,Other-service,White,Male,40,United-States,<=50K,0,young,Medium
State-gov,Married-civ-spouse,Prof-specialty,White,Male,45,United-States,>50K,7688,middle_aged,High
Private,Separated,Sales,White,Female,35,United-States,<=50K,0,young_adult,Medium
Private,Never-married,Adm-clerical,Black,Female,40,United-States,<=50K,0,young,High
Self-emp-not-inc,Divorced,Sales,Black,Male,40,United-States,<=50K,0,senior,Medium
Private,Never-married,Adm-clerical,White,Female,40,United-States,<=50K,0,young_adult,Medium
State-gov,Never-married,Prof-specialty,White,Male,40,United-States,<=50K,0,young,Medium
Self-emp-inc,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K,0,middle_aged,Medium
Private,Never-married,Sales,White,Female,20,United-States,<=50K,0,young,Medium
Self-emp-not-inc,Never-married,Prof-specialty,White,Female,3,United-States,<=50K,0,young,Medium
Private,Never-married,Adm-clerical,Asian-Pac-Islander,Male,80,Other,>50K,0,young_adult,Medium
Private,Married-civ-spouse,Craft-repair,White,Male,40,United-States,<=50K,0,middle_aged,Medium
Private,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,<=50K,0,elderly,Low
Private,Divorced,Sales,White,Female,40,United-States,<=50K,0,young_adult,Medium
Private,Married-civ-spouse,Transport-moving,White,Male,40,United-States,<=50K,0,middle_aged,Medium
Private,Married-civ-spouse,Other-service,White,Male,42,United-States,>50K,7298,young_adult,High
Private,Married-civ-spouse,Exec-managerial,White,Male,50,United-States,>50K,-1977,middle_aged,Medium
Private,Married-civ-spouse,Machine-op-inspct,Black,Male,40,Germany,>50K,0,middle_aged,Medium
Federal-gov,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K,0,middle_aged,High
Private,Never-married,Tech-support,White,Male,50,United-States,<=50K,0,young_adult,High
Self-emp-not-inc,Divorced,Craft-repair,White,Female,40,United-States,<=50K,0,senior,Medium
Private,Married-civ-spouse,Machine-op-inspct,Other,Female,40,Other,<=50K,0,young_adult,Medium
Self-emp-not-inc,Married-civ-spouse,Craft-repair,White,Male,50,United-States,>50K,0,senior,Low
Private,Never-married,Sales,White,Male,40,United-States,<=50K,0,young,Medium
Self-emp-not-inc,Divorced,Farming-fishing,White,Male,40,United-States,<=50K,0,young_adult,Medium
Private,Never-married,Handlers-cleaners,White,Male,20,United-States,<=50K,0,young,Medium
Self-emp-not-inc,Married-civ-spouse,Transport-moving,White,Male,60,United-States,<=50K,0,middle_aged,Medium
Private,Never-married,Other-service,White,Female,25,United-States,<=50K,0,young,Medium
Private,Married-civ-spouse,Other-service,White,Female,40,United-States,<=50K,3137,young_adult,Medium
Private,Married-civ-spouse,Sales,Black,Male,40,United-States,<=50K,0,senior,Medium
Self-emp-not-inc,Never-married,Craft-repair,White,Female,25,United-States,<=50K,0,young,Medium
Private,Never-married,Craft-repair,White,Male,40,United-States,<=50K,0,young,Medium
Self-emp-not-inc,Married-civ-spouse,Prof-specialty,White,Male,50,United-States,>50K,0,senior,High
Private,Married-civ-spouse,Machine-op-inspct,White,Male,50,United-States,<=50K,0,young_adult,High
Self-emp-not-inc,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,<=50K,3781,middle_aged,High
Private,Widowed,Craft-repair,White,Male,40,United-States,<=50K,0,senior,Medium
Private,Never-married,Prof-specialty,White,Male,50,United-States,<=50K,0,young_adult,High
State-gov,Widowed,Adm-clerical,White,Female,24,United-States,<=50K,0,senior,Medium
Private,Married-civ-spouse,Craft-repair,White,Male,40,United-States,<=50K,0,middle_aged,Medium
Private,Married-civ-spouse,Prof-specialty,White,Male,80,United-States,>50K,15024,middle_aged,High
Self-emp-not-inc,Divorced,Exec-managerial,White,Female,40,United-States,<=50K,0,young_adult,Medium
Private,Never-married,Other-service,White,Female,52,United-States,<=50K,0,young,Medium
Private,Never-married,Machine-op-inspct,White,Female,10,United-States,<=50K,0,middle_aged,Medium
Private,Married-civ-spouse,Craft-repair,White,Male,40,United-States,>50K,0,middle_aged,Low
Self-emp-inc,Married-civ-spouse,Prof-specialty,White,Female,40,United-States,>50K,0,middle_aged,High
Private,Never-married,Tech-support,White,Male,40,United-States,<=50K,0,middle_aged,High
Private,Married-civ-spouse,Handlers-cleaners,White,Male,49,United-States,<=50K,0,middle_aged,Medium
Self-emp-inc,Never-married,Sales,White,Female,25,United-States,<=50K,0,senior,Medium
Private,Never-married,Other-service,White,Female,32,United-States,<=50K,0,young_adult,Medium
Self-emp-not-inc,Married-civ-spouse,Prof-specialty,White,Male,30,United-States,>50K,0,senior,High
Local-gov,Separated,Prof-specialty,Black,Female,40,United-States,<=50K,0,middle_aged,High
Private,Divorced,Sales,White,Female,40,Other,<=50K,0,young_adult,Medium
Private,Never-married,Sales,White,Male,60,United-States,<=50K,-1876,young_adult,Medium
State-gov,Divorced,Exec-managerial,White,Female,44,United-States,<=50K,0,middle_aged,Medium
Self-emp-not-inc,Never-married,Other-service,White,Female,40,United-States,<=50K,0,young_adult,Low
Private,Never-married,Machine-op-inspct,White,Male,40,United-States,<=50K,0,young,Medium
Private,Divorced,Machine-op-inspct,White,Male,40,Other,<=50K,0,senior,Low
Private,Married-civ-spouse,Craft-repair,White,Male,45,United-States,<=50K,0,senior,Medium
Private,Married-civ-spouse,Handlers-cleaners,White,Female,25,United-States,<=50K,0,middle_aged,Medium
Private,Married-civ-spouse,Machine-op-inspct,White,Male,46,United-States,<=50K,0,young_adult,Medium
Private,Divorced,Transport-moving,White,Male,30,United-States,<=50K,0,senior,Medium
Private,Never-married,Craft-repair,White,Male,40,United-States,<=50K,0,young_adult,Medium
Private,Widowed,Other-service,White,Female,40,United-States,<=50K,0,senior,Medium
Private,Never-married,Sales,Asian-Pac-Islander,Male,50,United-States,<=50K,0,young_adult,High
Private,Never-married,Adm-clerical,Black,Female,40,United-States,<=50K,0,young_adult,Medium
Self-emp-inc,Married-civ-spouse,Exec-managerial,White,Male,60,United-States,>50K,0,middle_aged,High
Private,Married-AF-spouse,Other-service,White,Female,10,United-States,<=50K,0,young_adult,Medium
Private,Married-civ-spouse,Adm-clerical,White,Male,40,United-States,<=50K,0,senior,Medium
Private,Divorced,Other-service,White,Male,45,United-States,<=50K,0,middle_aged,Medium
Private,Married-civ-spouse,Machine-op-inspct,Black,Male,40,United-States,<=50K,0,middle_aged,Low
Private,Married-civ-spouse,Handlers-cleaners,White,Male,50,United-States,>50K,0,senior,Low
Private,Married-civ-spouse,Craft-repair,White,Male,45,United-States,>50K,0,middle_aged,Medium
Private,Married-civ-spouse,Sales,White,Male,40,United-States,>50K,0,young_adult,Medium
Private,Never-married,Adm-clerical,White,Male,35,United-States,<=50K,0,senior,Medium
Private,Divorced,Sales,White,Female,40,United-States,<=50K,0,middle_aged,Medium
Private,Never-married,Handlers-cleaners,White,Female,30,United-States,<=50K,0,young,Medium
Private,Married-civ-spouse,Sales,White,Male,50,United-States,<=50K,0,young,Medium
Self-emp-not-inc,Never-married,Craft-repair,White,Male,35,United-States,>50K,0,middle_aged,Medium
Private,Never-married,Exec-managerial,White,Female,60,United-States,<=50K,0,young_adult,High
Private,Never-married,Transport-moving,White,Male,40,United-States,<=50K,0,young_adult,Medium
Local-gov,Never-married,Adm-clerical,White,Male,15,United-States,<=50K,0,young,Medium
Private,Never-married,Handlers-cleaners,Black,Male,25,United-States,<=50K,0,young,Medium
Private,Separated,Prof-specialty,White,Male,40,United-States,<=50K,0,middle_aged,High
State-gov,Never-married,Adm-clerical,Black,Female,40,United-States,<=50K,0,young,High
Private,Never-married,Other-service,Black,Male,7,United-States,<=50K,0,young,Medium
Private,Divorced,Exec-managerial,White,Female,40,United-States,<=50K,0,senior,Medium
Private,Never-married,Prof-specialty,White,Male,44,United-States,>50K,0,young_adult,High
Private,Never-married,Machine-op-inspct,White,Female,20,United-States,<=50K,0,middle_aged,Low
Private,Married-civ-spouse,Machine-op-inspct,Black,Male,35,United-States,<=50K,3137,middle_aged,Medium
Private,Married-civ-spouse,Sales,White,Male,40,Mexico,<=50K,0,young,Medium
Private,Married-civ-spouse,Farming-fishing,Black,Male,40,United-States,<=50K,0,senior,Low
Private,Married-civ-spouse,Machine-op-inspct,White,Male,40,Mexico,<=50K,0,middle_aged,Low
Private,Never-married,Other-service,White,Male,20,United-States,<=50K,0,young,High
State-gov,Married-civ-spouse,Other-service,White,Male,40,United-States,<=50K,0,young,Medium
Private,Married-civ-spouse,Machine-op-inspct,White,Female,40,United-States,>50K,7298,middle_aged,Medium
Federal-gov,Married-civ-spouse,Craft-repair,White,Male,40,United-States,<=50K,0,middle_aged,Medium
Self-emp-inc,Married-civ-spouse,Craft-repair,White,Male,36,United-States,<=50K,0,middle_aged,Medium
Private,Married-civ-spouse,Transport-moving,White,Male,40,United-States,<=50K,-1651,senior,Low
State-gov,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K,0,young_adult,High
Private,Married-civ-spouse,Farming-fishing,White,Female,20,United-States,<=50K,0,middle_aged,Medium
Private,Never-married,Other-service,White,Male,25,United-States,<=50K,0,young,Medium
Self-emp-not-inc,Never-married,Prof-specialty,White,Male,50,United-States,>50K,0,young_adult,High
Private,Never-married,Other-service,White,Female,20,United-States,<=50K,0,young,Medium
Private,Married-civ-spouse,Transport-moving,White,Male,40,United-States,<=50K,0,young_adult,Medium
Private,Married-civ-spouse,Sales,White,Male,40,United-States,<=50K,0,senior,Medium
Private,Married-civ-spouse,Craft-repair,White,Male,40,United-States,<=50K,0,senior,Low
Private,Married-civ-spouse,Craft-repair,White,Male,40,United-States,<=50K,0,young_adult,Medium
Private,Never-married,Handlers-cleaners,White,Male,40,United-States,<=50K,0,young,Medium
Private,Married-civ-spouse,Machine-op-inspct,White,Male,40,United-States,<=50K,0,young_adult,Medium
Private,Never-married,Craft-repair,White,Male,55,Other,<=50K,0,young_adult,Medium
Local-gov,Divorced,Prof-specialty,White,Female,57,United-States,<=50K,0,senior,High
Private,Never-married,Priv-house-serv,White,Female,40,Other,<=50K,0,young,Low
State-gov,Married-civ-spouse,Protective-serv,White,Male,38,United-States,<=50K,0,middle_aged,Medium
Private,Married-civ-spouse,Handlers-cleaners,White,Male,28,United-States,<=50K,0,young,Medium
Private,Divorced,Craft-repair,White,Male,40,United-States,<=50K,0,middle_aged,Medium
Private,Never-married,Adm-clerical,White,Male,40,Other,<=50K,0,young,Medium
Self-emp-not-inc,Married-civ-spouse,Farming-fishing,White,Male,40,Mexico,<=50K,0,young_adult,Low
Private,Divorced,Adm-clerical,White,Female,38,United-States,<=50K,0,senior,Medium
